,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy
3379,Private room,4,1.0,1.0,2.0,Real Bed,175.0,1050.0,250.0,25.0,4,20.0,2,22,38,68,328,20.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate
3380,Entire home/apt,4,1.0,2.0,2.0,Real Bed,200.0,800.0,300.0,75.0,1,0.0,2,30,60,90,365,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3381,Entire home/apt,4,1.0,2.0,2.0,Real Bed,258.0,800.0,290.0,110.0,1,0.0,2,16,34,34,273,4.0,85.0,10.0,9.0,10.0,10.0,10.0,9.0,0,strict
3382,Entire home/apt,8,2.0,2.0,3.0,Real Bed,245.0,1000.0,150.0,40.0,2,20.0,1,29,59,89,364,3.0,80.0,9.0,6.0,7.0,9.0,9.0,9.0,0,moderate
3385,Entire home/apt,6,1.0,3.0,3.0,Real Bed,250.0,800.0,1000.0,150.0,1,0.0,2,28,58,88,363,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3386,Entire home/apt,6,2.0,2.0,2.0,Real Bed,270.0,1600.0,250.0,75.0,4,20.0,1,20,38,68,343,28.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3387,Entire home/apt,2,1.0,1.0,1.0,Real Bed,150.0,625.0,290.0,50.0,1,0.0,1,28,58,88,363,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
3388,Entire home/apt,3,1.0,1.0,1.0,Real Bed,125.0,800.0,200.0,65.0,1,0.0,3,26,56,86,361,0.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3389,Entire home/apt,2,1.0,1.0,1.0,Real Bed,165.0,800.0,95.0,25.0,1,25.0,2,6,36,66,66,3.0,100.0,9.0,10.0,10.0,10.0,10.0,10.0,0,strict
3390,Private room,6,1.0,1.0,3.0,Real Bed,60.0,800.0,95.0,10.0,1,15.0,1,16,34,53,289,0.0,90.0,9.0,9.0,10.0,10.0,9.0,9.0,0,flexible
3391,Entire home/apt,7,2.0,3.0,3.0,Real Bed,431.0,2630.0,600.0,140.0,1,0.0,1,9,23,49,324,12.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3392,Private room,2,1.0,1.0,1.0,Real Bed,70.0,435.0,100.0,75.0,1,30.0,14,12,42,72,347,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
3393,Entire home/apt,4,1.0,2.0,2.0,Real Bed,249.0,800.0,290.0,110.0,1,0.0,2,29,59,89,364,5.0,93.0,9.0,9.0,9.0,9.0,10.0,9.0,0,strict
3394,Entire home/apt,7,1.0,3.0,3.0,Real Bed,500.0,800.0,200.0,100.0,1,0.0,2,30,60,90,365,7.0,90.0,9.0,7.0,10.0,10.0,10.0,9.0,0,strict
3395,Entire home/apt,4,1.0,2.0,2.0,Real Bed,599.0,800.0,290.0,110.0,1,0.0,2,0,0,0,26,0.0,93.0,9.0,10.0,10.0,9.0,9.0,9.0,0,strict
3396,Private room,2,1.0,1.0,1.0,Real Bed,59.0,299.0,129.0,59.0,1,49.0,3,16,46,76,351,11.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict
3397,Private room,2,1.0,1.0,1.0,Real Bed,60.0,800.0,250.0,30.0,2,25.0,1,30,60,90,365,2.0,80.0,8.0,7.0,10.0,10.0,7.0,5.0,0,flexible
3399,Entire home/apt,5,1.0,2.0,2.0,Real Bed,140.0,800.0,290.0,50.0,1,0.0,2,0,0,0,8,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
3400,Entire home/apt,5,1.0,2.0,3.0,Real Bed,199.0,800.0,200.0,85.0,1,0.0,2,12,31,56,301,3.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0,strict
3402,Entire home/apt,4,1.0,0.0,4.0,Real Bed,400.0,4500.0,1200.0,100.0,1,0.0,3,7,12,12,86,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3403,Entire home/apt,2,1.0,0.0,1.0,Real Bed,89.0,800.0,200.0,40.0,1,0.0,2,11,41,71,152,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3405,Entire home/apt,2,2.0,1.0,1.0,Real Bed,119.0,690.0,150.0,65.0,1,0.0,2,6,20,50,320,43.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
3406,Private room,3,1.0,1.0,1.0,Real Bed,147.0,800.0,290.0,35.0,1,0.0,1,30,58,88,363,33.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
3407,Entire home/apt,9,2.0,3.0,3.0,Real Bed,500.0,800.0,1000.0,65.0,6,100.0,3,0,0,0,255,2.0,100.0,9.0,8.0,10.0,10.0,10.0,10.0,1,flexible
3408,Private room,2,1.0,1.0,1.0,Real Bed,105.0,800.0,290.0,65.0,1,25.0,1,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
3409,Entire home/apt,7,2.0,3.0,4.0,Real Bed,369.0,800.0,290.0,185.0,1,0.0,2,15,21,21,260,4.0,90.0,9.0,9.0,9.0,9.0,10.0,9.0,0,strict
3410,Entire home/apt,6,2.0,3.0,4.0,Real Bed,615.0,800.0,1000.0,85.0,1,0.0,2,30,60,90,365,3.0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0,strict
3411,Entire home/apt,10,2.0,3.0,5.0,Real Bed,280.0,800.0,290.0,75.0,1,0.0,1,28,58,88,353,1.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3413,Entire home/apt,8,2.5,4.0,5.0,Real Bed,381.0,8700.0,600.0,150.0,8,50.0,1,9,28,55,326,34.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3414,Entire home/apt,6,1.0,2.0,3.0,Real Bed,199.0,800.0,1000.0,150.0,4,25.0,1,26,56,86,361,5.0,92.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3415,Entire home/apt,2,1.0,1.0,1.0,Real Bed,110.0,745.0,290.0,48.0,2,35.0,2,3,26,49,317,53.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3416,Entire home/apt,4,1.0,2.0,2.0,Real Bed,259.0,800.0,100.0,25.0,4,129.0,1,19,28,58,333,9.0,87.0,10.0,9.0,10.0,10.0,10.0,9.0,0,flexible
3417,Entire home/apt,7,1.0,2.0,3.0,Real Bed,400.0,800.0,500.0,75.0,7,50.0,3,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3419,Entire home/apt,8,2.0,4.0,5.0,Real Bed,690.0,800.0,600.0,130.0,1,0.0,2,23,53,77,343,44.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3420,Entire home/apt,4,1.0,2.0,2.0,Real Bed,135.0,800.0,200.0,65.0,1,0.0,3,27,57,87,362,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3423,Entire home/apt,6,2.0,2.0,3.0,Real Bed,190.0,1000.0,400.0,75.0,1,0.0,3,26,56,86,361,2.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict
3425,Entire home/apt,6,2.0,3.0,3.0,Real Bed,425.0,800.0,290.0,100.0,1,0.0,2,1,1,1,202,6.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3426,Entire home/apt,8,2.0,3.0,2.0,Real Bed,400.0,800.0,1000.0,150.0,1,0.0,2,30,60,86,361,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3429,Entire home/apt,10,4.0,6.0,9.0,Real Bed,862.0,800.0,1000.0,150.0,10,50.0,3,16,30,60,322,19.0,93.0,9.0,9.0,10.0,10.0,10.0,9.0,0,strict
3430,Private room,2,1.0,1.0,1.0,Real Bed,50.0,350.0,290.0,5.0,2,0.0,1,19,44,70,332,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
3431,Entire home/apt,8,3.0,4.0,5.0,Real Bed,800.0,6400.0,500.0,200.0,1,0.0,2,28,51,81,306,25.0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
3432,Entire home/apt,6,2.5,2.0,2.0,Real Bed,285.0,800.0,1500.0,75.0,1,0.0,2,23,48,74,131,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
3433,Entire home/apt,7,3.0,4.0,4.0,Real Bed,400.0,800.0,290.0,125.0,1,0.0,2,3,3,3,136,2.0,100.0,10.0,10.0,10.0,10.0,9.0,8.0,0,flexible
3435,Entire home/apt,6,1.0,1.0,2.0,Real Bed,300.0,800.0,290.0,65.0,1,0.0,1,0,0,0,13,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
3436,Entire home/apt,6,1.5,2.0,2.0,Real Bed,320.0,1500.0,250.0,100.0,6,25.0,1,28,53,53,302,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
3439,Entire home/apt,6,2.0,3.0,3.0,Real Bed,499.0,3150.0,250.0,150.0,6,50.0,2,26,56,86,356,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
3441,Entire home/apt,4,1.5,2.0,2.0,Real Bed,300.0,800.0,500.0,100.0,4,0.0,2,0,3,33,298,12.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3442,Entire home/apt,6,2.0,3.0,3.0,Real Bed,229.0,800.0,290.0,125.0,1,0.0,1,20,42,70,345,8.0,95.0,9.0,10.0,10.0,10.0,10.0,9.0,0,strict
3445,Entire home/apt,5,2.0,2.0,3.0,Real Bed,165.0,800.0,300.0,75.0,4,15.0,2,8,31,31,245,54.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
3446,Entire home/apt,6,2.0,2.0,2.0,Real Bed,300.0,1610.0,400.0,125.0,1,0.0,2,13,31,31,130,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3447,Entire home/apt,4,2.0,2.0,2.0,Real Bed,225.0,1400.0,250.0,80.0,1,0.0,1,23,53,83,358,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
3449,Private room,2,1.0,1.0,1.0,Airbed,75.0,400.0,290.0,65.0,1,0.0,1,21,50,77,344,54.0,94.0,9.0,9.0,10.0,10.0,10.0,9.0,0,moderate
3450,Private room,2,1.0,1.0,1.0,Real Bed,90.0,800.0,290.0,65.0,2,25.0,2,23,47,77,338,81.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3452,Entire home/apt,4,1.0,1.0,2.0,Real Bed,192.0,800.0,200.0,80.0,3,50.0,2,19,49,79,347,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3453,Entire home/apt,4,1.0,1.0,1.0,Real Bed,150.0,600.0,200.0,100.0,2,100.0,3,1,31,61,336,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3454,Entire home/apt,8,0.5,4.0,3.0,Real Bed,850.0,800.0,1000.0,225.0,1,0.0,1,28,58,88,363,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3455,Entire home/apt,5,1.0,1.0,1.0,Real Bed,350.0,800.0,100.0,25.0,2,50.0,2,0,0,0,222,2.0,100.0,10.0,8.0,10.0,10.0,10.0,10.0,0,flexible
3456,Private room,2,1.0,1.0,1.0,Real Bed,50.0,256.0,290.0,65.0,1,0.0,1,9,39,69,344,3.0,100.0,9.0,10.0,10.0,10.0,10.0,10.0,0,flexible
3457,Private room,1,1.0,1.0,1.0,Real Bed,150.0,800.0,290.0,65.0,2,100.0,1,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
3458,Private room,4,1.0,1.0,2.0,Real Bed,150.0,800.0,290.0,25.0,2,50.0,2,28,58,88,178,0.0,80.0,9.0,8.0,10.0,9.0,10.0,7.0,0,strict
3459,Private room,2,1.5,1.0,1.0,Real Bed,750.0,800.0,290.0,65.0,1,0.0,2,0,0,0,32,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
3460,Private room,2,1.0,1.0,1.0,Real Bed,97.0,577.0,250.0,35.0,2,50.0,1,8,8,8,245,6.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict
3461,Entire home/apt,10,2.0,5.0,5.0,Real Bed,980.0,800.0,3000.0,250.0,1,0.0,3,30,60,90,365,1.0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0,strict
3462,Entire home/apt,10,2.0,3.0,4.0,Real Bed,200.0,800.0,290.0,75.0,6,25.0,1,28,58,88,353,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3464,Entire home/apt,4,2.0,2.0,2.0,Real Bed,175.0,1100.0,300.0,75.0,1,0.0,2,11,21,51,293,7.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,0,moderate
3465,Private room,2,1.0,1.0,1.0,Real Bed,60.0,350.0,290.0,35.0,1,0.0,1,13,31,61,336,33.0,93.0,10.0,9.0,9.0,9.0,10.0,9.0,0,moderate
3468,Entire home/apt,4,1.0,2.0,2.0,Real Bed,200.0,1240.0,290.0,65.0,1,0.0,3,27,57,87,349,20.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
3469,Entire home/apt,5,1.0,2.0,2.0,Real Bed,199.0,800.0,200.0,85.0,1,0.0,2,13,30,31,269,15.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3471,Entire home/apt,10,2.0,4.0,4.0,Real Bed,697.0,800.0,290.0,140.0,6,100.0,2,28,58,88,355,5.0,96.0,9.0,10.0,10.0,10.0,10.0,9.0,0,strict
3472,Entire home/apt,4,1.0,2.0,2.0,Real Bed,325.0,800.0,325.0,60.0,4,25.0,3,27,57,87,362,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3473,Entire home/apt,7,3.0,4.0,4.0,Real Bed,1545.0,800.0,290.0,65.0,1,0.0,5,0,0,0,258,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3474,Entire home/apt,2,1.0,0.0,1.0,Real Bed,129.0,800.0,290.0,115.0,1,0.0,2,21,45,65,327,35.0,93.0,10.0,9.0,9.0,9.0,10.0,9.0,0,strict
3475,Entire home/apt,5,2.0,3.0,2.0,Real Bed,575.0,3000.0,500.0,85.0,1,0.0,3,0,5,35,310,2.0,90.0,10.0,10.0,10.0,10.0,10.0,8.0,0,strict
3478,Entire home/apt,6,1.0,3.0,3.0,Real Bed,500.0,1200.0,290.0,75.0,1,25.0,1,30,60,90,365,1.0,97.0,10.0,10.0,10.0,10.0,10.0,8.0,0,strict
3480,Entire home/apt,6,1.0,2.0,2.0,Real Bed,165.0,800.0,500.0,65.0,1,0.0,2,21,29,29,31,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate
3481,Entire home/apt,4,1.0,2.0,2.0,Real Bed,275.0,1700.0,290.0,75.0,3,0.0,2,29,59,68,68,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3482,Entire home/apt,3,1.0,2.0,2.0,Real Bed,400.0,2500.0,100.0,50.0,1,0.0,1,30,60,90,365,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
3483,Entire home/apt,4,2.0,2.0,2.0,Real Bed,150.0,1000.0,1000.0,120.0,1,0.0,3,30,53,79,160,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
3485,Entire home/apt,6,2.0,3.0,5.0,Real Bed,749.0,4457.0,750.0,75.0,4,0.0,4,0,0,0,9,3.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
3487,Entire home/apt,16,4.0,7.0,7.0,Real Bed,1000.0,800.0,290.0,165.0,1,0.0,2,25,53,83,348,19.0,85.0,9.0,9.0,9.0,9.0,10.0,9.0,0,strict
3489,Entire home/apt,3,1.0,1.0,1.0,Real Bed,112.0,800.0,95.0,25.0,3,25.0,2,0,0,0,0,12.0,93.0,10.0,9.0,10.0,9.0,10.0,9.0,0,strict
3491,Entire home/apt,8,2.0,3.0,4.0,Real Bed,475.0,800.0,150.0,120.0,1,0.0,2,7,12,16,68,6.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
3492,Entire home/apt,15,2.5,2.0,8.0,Real Bed,199.0,1999.0,290.0,65.0,1,0.0,2,27,57,86,361,1.0,100.0,8.0,8.0,10.0,10.0,8.0,8.0,1,strict
3493,Entire home/apt,6,1.5,2.0,2.0,Real Bed,550.0,800.0,290.0,65.0,1,0.0,3,30,60,90,365,0.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
3495,Entire home/apt,6,3.0,3.0,3.0,Real Bed,650.0,800.0,1000.0,150.0,1,0.0,2,0,20,50,322,1.0,100.0,10.0,10.0,8.0,10.0,10.0,6.0,0,strict
3496,Entire home/apt,2,1.0,1.0,1.0,Real Bed,110.0,800.0,100.0,65.0,1,0.0,2,26,56,86,361,11.0,96.0,9.0,9.0,10.0,10.0,9.0,9.0,0,moderate
3498,Entire home/apt,4,1.0,2.0,2.0,Real Bed,150.0,900.0,200.0,80.0,1,0.0,2,1,8,38,313,3.0,93.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
3503,Entire home/apt,5,2.0,2.0,4.0,Real Bed,240.0,1480.0,290.0,65.0,4,20.0,2,29,57,87,362,9.0,89.0,9.0,9.0,10.0,10.0,10.0,9.0,0,strict
3507,Entire home/apt,2,1.0,1.0,1.0,Real Bed,99.0,800.0,290.0,25.0,1,0.0,2,0,0,0,24,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
3508,Entire home/apt,4,1.5,2.0,2.0,Real Bed,95.0,660.0,300.0,50.0,4,50.0,2,22,47,77,77,4.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3509,Entire home/apt,5,1.5,2.0,3.0,Real Bed,150.0,800.0,400.0,85.0,1,0.0,1,10,15,15,232,0.0,100.0,9.0,10.0,10.0,10.0,10.0,10.0,0,strict
3510,Entire home/apt,4,2.0,2.0,2.0,Real Bed,200.0,800.0,290.0,65.0,1,0.0,1,0,0,0,237,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3511,Entire home/apt,5,1.0,0.0,3.0,Real Bed,98.0,512.0,250.0,65.0,1,0.0,2,26,47,77,352,17.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
3512,Entire home/apt,4,1.5,2.0,2.0,Real Bed,200.0,800.0,290.0,35.0,4,25.0,2,0,0,0,228,4.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,0,flexible
3514,Entire home/apt,2,1.0,1.0,1.0,Real Bed,150.0,800.0,125.0,25.0,2,25.0,1,30,60,90,365,2.0,90.0,8.0,8.0,10.0,9.0,9.0,8.0,0,strict
3516,Entire home/apt,8,2.0,3.0,4.0,Real Bed,450.0,2200.0,290.0,85.0,1,0.0,1,30,60,90,365,2.0,100.0,9.0,10.0,10.0,10.0,8.0,9.0,0,strict
3517,Entire home/apt,4,1.0,1.0,1.0,Real Bed,154.0,916.0,200.0,40.0,4,25.0,1,29,59,89,354,18.0,97.0,9.0,10.0,10.0,10.0,9.0,9.0,0,moderate
3519,Entire home/apt,4,1.0,1.0,2.0,Real Bed,191.0,1250.0,290.0,60.0,2,25.0,2,24,54,84,359,15.0,95.0,10.0,9.0,10.0,9.0,10.0,9.0,0,strict
3520,Entire home/apt,8,2.5,4.0,4.0,Real Bed,1200.0,800.0,1000.0,200.0,8,30.0,1,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3523,Entire home/apt,2,1.0,1.0,1.0,Real Bed,174.0,799.0,99.0,50.0,2,0.0,1,28,58,88,363,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate
3525,Entire home/apt,2,1.0,1.0,1.0,Real Bed,112.0,800.0,750.0,75.0,2,25.0,31,29,57,87,362,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3526,Private room,2,1.0,1.0,1.0,Real Bed,119.0,650.0,100.0,50.0,2,0.0,3,24,54,84,84,5.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,1,strict
3527,Entire home/apt,12,3.0,4.0,5.0,Real Bed,1250.0,800.0,1000.0,100.0,1,0.0,2,30,60,90,365,3.0,90.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
3528,Entire home/apt,5,1.5,2.0,3.0,Real Bed,500.0,800.0,290.0,65.0,1,0.0,1,0,0,0,12,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
3529,Entire home/apt,4,1.0,2.0,2.0,Real Bed,250.0,1600.0,500.0,50.0,4,0.0,1,0,0,0,263,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
3530,Entire home/apt,4,1.0,2.0,2.0,Real Bed,220.0,1500.0,290.0,75.0,3,25.0,1,29,59,89,364,7.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3531,Private room,3,1.0,1.0,1.0,Real Bed,50.0,300.0,290.0,65.0,1,0.0,1,22,52,82,347,11.0,93.0,9.0,9.0,10.0,9.0,9.0,10.0,1,flexible
3533,Entire home/apt,6,1.0,2.0,3.0,Real Bed,297.0,1874.0,290.0,65.0,4,25.0,2,26,56,86,361,7.0,100.0,10.0,9.0,10.0,10.0,10.0,9.0,0,strict
3534,Entire home/apt,10,1.5,4.0,5.0,Real Bed,275.0,800.0,295.0,85.0,1,0.0,2,29,59,76,351,13.0,95.0,10.0,10.0,10.0,9.0,10.0,9.0,0,strict
3536,Entire home/apt,5,1.0,2.0,2.0,Real Bed,79.0,489.0,250.0,40.0,2,20.0,3,0,0,0,0,5.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3537,Entire home/apt,8,2.0,4.0,5.0,Real Bed,320.0,1610.0,300.0,140.0,1,0.0,2,0,0,0,209,6.0,93.0,9.0,9.0,9.0,10.0,9.0,9.0,0,strict
3538,Entire home/apt,4,2.0,2.0,2.0,Real Bed,250.0,800.0,250.0,75.0,4,0.0,3,0,7,37,309,18.0,98.0,10.0,10.0,10.0,10.0,9.0,9.0,0,moderate
3539,Entire home/apt,4,1.0,1.0,2.0,Real Bed,105.0,800.0,100.0,65.0,4,25.0,3,19,49,79,354,59.0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,0,strict
3540,Entire home/apt,4,1.0,1.0,2.0,Real Bed,110.0,800.0,100.0,35.0,1,0.0,1,10,31,61,61,20.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,0,strict
3541,Entire home/apt,4,1.0,1.0,2.0,Real Bed,110.0,745.0,290.0,46.0,2,35.0,2,9,24,44,310,19.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3542,Entire home/apt,4,1.0,1.0,1.0,Real Bed,125.0,700.0,350.0,50.0,2,50.0,2,3,33,63,338,45.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3544,Entire home/apt,2,1.0,0.0,1.0,Real Bed,125.0,825.0,200.0,40.0,1,0.0,2,28,54,84,349,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate
3546,Entire home/apt,5,1.5,2.0,2.0,Real Bed,215.0,800.0,250.0,80.0,1,0.0,1,27,57,87,362,29.0,98.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict
3547,Entire home/apt,3,1.0,1.0,3.0,Real Bed,200.0,1500.0,290.0,65.0,2,75.0,2,27,57,87,362,70.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3548,Entire home/apt,4,1.0,2.0,2.0,Real Bed,130.0,800.0,100.0,35.0,2,10.0,1,29,59,89,364,3.0,87.0,9.0,9.0,10.0,10.0,10.0,9.0,0,moderate
3549,Entire home/apt,2,1.0,1.0,1.0,Real Bed,300.0,800.0,290.0,65.0,1,0.0,1,21,51,81,350,4.0,95.0,10.0,10.0,9.0,9.0,10.0,10.0,0,moderate
3550,Entire home/apt,6,2.0,2.0,3.0,Real Bed,229.0,1400.0,200.0,100.0,1,0.0,1,28,58,88,363,13.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
3551,Entire home/apt,3,1.0,1.0,1.0,Real Bed,114.0,800.0,290.0,35.0,1,0.0,1,11,31,61,321,14.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
